.geo
"{""type"":""Point"",""coordinates"":[23.88437650794221,38.0422669726149]}"
"{""type"":""Point"",""coordinates"":[23.6873529320132,37.970532268874685]}"
"{""type"":""Point"",""coordinates"":[23.738416922901095,37.89399554508041]}"
"{""type"":""Point"",""coordinates"":[23.782759647602557,37.99040212398935]}"
"{""type"":""Point"",""coordinates"":[23.758627121340513,38.07010852945304]}"
"{""type"":""Point"",""coordinates"":[23.683095164836203,37.98120665295223]}"
"{""type"":""Point"",""coordinates"":[23.684278226710436,38.04305532324841]}"
"{""type"":""Point"",""coordinates"":[23.7725763604095,38.041561288131604]}"
"{""type"":""Point"",""coordinates"":[23.69188908686509,38.00281398472243]}"
"{""type"":""Point"",""coordinates"":[23.66484153307083,38.01633545931589]}"
"{""type"":""Point"",""coordinates"":[23.672794047135618,37.984634569456794]}"
"{""type"":""Point"",""coordinates"":[23.7003900226875,38.0670632416568]}"
"{""type"":""Point"",""coordinates"":[23.694672761045457,37.99562272727273]}"
"{""type"":""Point"",""coordinates"":[23.73704168148677,37.87258485427488]}"
"{""type"":""Point"",""coordinates"":[23.720786666957313,37.95443358153704]}"
"{""type"":""Point"",""coordinates"":[23.851434324079314,38.012489682752864]}"
"{""type"":""Point"",""coordinates"":[23.779548457655185,38.121415207547756]}"
"{""type"":""Point"",""coordinates"":[23.798138383171473,38.104187046789825]}"
"{""type"":""Point"",""coordinates"":[23.76317713806177,38.106848336637945]}"
"{""type"":""Point"",""coordinates"":[23.75910846074027,38.084501119155874]}"
"{""type"":""Point"",""coordinates"":[23.775863478311564,38.08140523219208]}"
"{""type"":""Point"",""coordinates"":[23.727865852276793,37.914219251113174]}"
"{""type"":""Point"",""coordinates"":[23.746746790458573,38.098414190735824]}"
"{""type"":""Point"",""coordinates"":[23.633941270545026,37.9527095582464]}"
"{""type"":""Point"",""coordinates"":[23.77965772123379,37.814165732020506]}"
"{""type"":""Point"",""coordinates"":[23.66203072939088,37.959806377546336]}"
"{""type"":""Point"",""coordinates"":[23.869531568074404,38.05141630011596]}"
"{""type"":""Point"",""coordinates"":[23.79583398934705,37.99388621122009]}"
"{""type"":""Point"",""coordinates"":[23.807643861127886,38.055735282776816]}"
"{""type"":""Point"",""coordinates"":[23.693280883370353,38.00522943812963]}"
"{""type"":""Point"",""coordinates"":[23.762387466644235,37.882778413311456]}"
"{""type"":""Point"",""coordinates"":[23.662719402705168,37.941011102711855]}"
"{""type"":""Point"",""coordinates"":[23.714102867968485,38.022665468501025]}"
"{""type"":""Point"",""coordinates"":[23.769714422219945,37.830321553042594]}"
"{""type"":""Point"",""coordinates"":[23.807923357664862,38.04816418796028]}"
"{""type"":""Point"",""coordinates"":[23.75020338040377,38.01257325267957]}"
"{""type"":""Point"",""coordinates"":[23.795576340199105,38.13098292803882]}"
"{""type"":""Point"",""coordinates"":[23.726180147951034,37.89610601239207]}"
"{""type"":""Point"",""coordinates"":[23.755024484025157,37.88557832621267]}"
"{""type"":""Point"",""coordinates"":[23.749932063907337,37.96365854158514]}"
"{""type"":""Point"",""coordinates"":[23.704933846340683,38.04949831849804]}"
"{""type"":""Point"",""coordinates"":[23.74357394451546,37.90115089718333]}"
"{""type"":""Point"",""coordinates"":[23.67297131010988,37.95432916889608]}"
"{""type"":""Point"",""coordinates"":[23.73632086572167,37.904078434589934]}"
"{""type"":""Point"",""coordinates"":[23.838027282763846,38.0483789847616]}"
"{""type"":""Point"",""coordinates"":[23.675630776123583,37.98639903752832]}"
"{""type"":""Point"",""coordinates"":[23.650570427601675,37.984440914952856]}"
"{""type"":""Point"",""coordinates"":[23.664539170965227,38.008801649887644]}"
"{""type"":""Point"",""coordinates"":[23.830737562310613,38.06239307653679]}"
"{""type"":""Point"",""coordinates"":[23.77992431195665,38.034327929841155]}"
"{""type"":""Point"",""coordinates"":[23.650909896810564,37.941598767257595]}"
"{""type"":""Point"",""coordinates"":[23.69837991266735,38.070249912654724]}"
"{""type"":""Point"",""coordinates"":[23.74401160911534,37.983959734204646]}"
"{""type"":""Point"",""coordinates"":[23.64091640907772,37.95325479258391]}"
"{""type"":""Point"",""coordinates"":[23.75683880901944,38.09274332127648]}"
"{""type"":""Point"",""coordinates"":[23.701741646801196,38.02876057189481]}"
"{""type"":""Point"",""coordinates"":[23.784540374079274,37.977312202270895]}"
"{""type"":""Point"",""coordinates"":[23.74817352467939,38.094501072745686]}"
"{""type"":""Point"",""coordinates"":[23.796063435897267,37.98518335997965]}"
"{""type"":""Point"",""coordinates"":[23.78111039343673,38.114175021293]}"
"{""type"":""Point"",""coordinates"":[23.745257717917557,37.971763470618406]}"
"{""type"":""Point"",""coordinates"":[23.647409226017224,37.9367754981127]}"
"{""type"":""Point"",""coordinates"":[23.649163348467066,37.958093787303014]}"
"{""type"":""Point"",""coordinates"":[23.781853348187063,38.0204530031986]}"
"{""type"":""Point"",""coordinates"":[23.65501105383192,37.9421444331451]}"
"{""type"":""Point"",""coordinates"":[23.838154767918002,38.066868588979915]}"
"{""type"":""Point"",""coordinates"":[23.77343706102584,37.80980394837728]}"
"{""type"":""Point"",""coordinates"":[23.625360531692657,37.93617759893136]}"
"{""type"":""Point"",""coordinates"":[23.691960362791615,38.02109471719685]}"
"{""type"":""Point"",""coordinates"":[23.77995114967506,38.10003517230683]}"
"{""type"":""Point"",""coordinates"":[23.62001474288023,37.943243109499]}"
"{""type"":""Point"",""coordinates"":[23.69261489159412,37.99016132746746]}"
"{""type"":""Point"",""coordinates"":[23.755128060504738,37.87115320688728]}"
